1,1266,0,4611,3168
2,11328,2,45888,27936
3,4140,0,20367,11133
4,3792,1,25896,16392
5,660,0,4629,4311
6,795,0,5316,4260
7,162,0,4812,2702
8,1688,0,15808,11888
9,3378,0,13218,8118
10,20628,5,104544,66636
11,7488,2,36768,25512
12,2028,1,23296,14196
13,3450,1,16780,14210
14,1742,1,26689,16926
15,1521,0,4638,3729
16,6954,1,32148,19456
17,7488,1,30914,15730
18,342,0,4905,3348
19,1074,0,4118,2934
20,8220,3,69930,36390
21,1664,0,8132,4540
22,1477,0,16436,8274
23,3072,0,13428,7110
24,206,0,4934,2900
25,482,0,4322,2848
26,948,0,7100,4636
27,672,0,3088,2676
28,5616,2,49080,35088
29,1455,0,4983,3741
30,402,0,7251,4236
31,2160,0,8685,5930
32,574,0,15743,7203
33,1120,0,7008,4604
34,1323,0,4557,4347
35,6072,4,75532,65642
36,2898,0,13470,8898
37,765,0,17352,10593
38,7326,2,53130,28402
39,2504,0,18504,8496
40,994,0,3552,2416
41,2040,2,40580,24620
42,932,0,3098,2664
43,644,0,4372,2682
44,12367,8,181023,85075
45,1623,0,6303,3675
46,5250,2,36813,21651
47,630,0,3398,2794
48,184,0,3062,2662
49,4329,0,17901,12879
50,3808,1,30660,20860
51,3738,0,11109,8701
52,612,0,5283,3297
53,332,0,3948,2322
54,17845,8,149234,102090
55,2058,1,21056,15162
56,1386,0,14532,7308
57,9196,1,37126,20463
58,2478,0,17150,9478
59,4572,1,23364,13596
60,1131,0,4743,3201
61,13572,2,66642,32219
62,25785,4,106830,57645
63,1476,0,6123,3804
64,486,0,6021,3978
65,1410,0,12612,8064
66,680,0,8250,6235
67,1068,0,11850,8166
68,2170,0,10055,6080
69,370,0,3696,2424
70,5805,2,59940,37638
71,30324,8,205716,91140
72,1581,0,6219,3939
73,434,0,3450,2116
74,1635,0,11765,6150
75,1072,0,9892,4832
76,6721,1,31876,13390
77,3848,0,12032,9456
78,4522,1,32956,19250
79,9558,2,50328,32319
80,2952,0,12696,8070
81,600,0,4887,4473
82,4161,1,31084,26201
83,864,0,3238,2076
84,1545,1,23790,20130
85,18756,3,65664,49248
86,633,0,4995,3336
87,2871,0,18765,12825
88,624,0,6069,4248
89,1940,0,6908,4340
90,6279,1,29562,13039
91,1716,0,8400,5992
92,714,0,3498,2530
93,1242,0,5337,3054
94,3780,0,12593,8421
95,894,0,14748,6414
96,1736,0,6492,4448
97,1946,0,15554,7350
98,820,0,3404,2628
99,5954,1,23517,18265
100,23360,6,103680,82240
101,1342,1,26686,11550
102,1668,0,5901,4434
103,1347,0,5214,4326
104,902,0,4890,2892
105,668,0,3948,2284
106,770,0,9685,7085
107,1536,0,9072,4012
108,1072,0,4176,2458
109,334,0,4154,2780
110,3586,1,21791,13486
111,4630,1,20050,13820
112,3128,0,16232,11496
113,1542,0,12606,6012
114,1536,0,7524,4220
115,39156,7,140322,95862
116,417,0,7143,3525
117,2440,0,10605,6340
118,478,0,4016,2458
119,2118,0,11526,6360
120,342,0,6990,3081
121,2907,0,15588,10395
122,1500,0,6711,3933
123,6240,1,27248,16718
124,1419,0,6387,3780
125,930,0,12495,6045
126,588,0,12426,7170
127,630,0,4635,4482
128,772,0,4582,2074
129,1114,0,4746,2972
130,6084,1,18984,15480
131,306,0,3210,2418
132,806,0,3014,2122
133,916,0,9380,4572
134,230,0,3752,2902
135,4268,1,23859,15158
136,700,0,4308,2134
137,2475,0,9905,5710
138,774,0,4592,2904
139,786,0,3950,2748
140,1071,0,6399,3285
141,5121,0,15471,9504
142,4080,2,59448,26232
143,753,0,5322,3606
144,326,0,4576,2376
145,18144,9,209088,117600
146,1825,0,9080,5550
147,1128,0,4004,2342
148,1630,0,9540,6730
149,2002,1,31174,13221
150,1660,0,8675,7220
151,679,0,17416,9184
152,332,0,4646,2088
153,780,0,3610,2472
154,368,0,4298,2320
155,1431,0,5550,3480
156,7857,2,41364,39852
157,4005,0,22005,9252
158,934,0,3940,2458
159,708,0,4686,4497
160,2682,0,20169,11160
161,1584,0,9660,4428
162,5577,1,25168,15873
163,610,0,4076,2040
164,740,0,9305,6030
165,306,0,3080,2894
166,4017,1,20176,16861
167,5070,1,18710,13200
168,410,0,4036,2828
169,8400,2,35160,21880
170,3810,1,36420,19005
171,182,0,3390,2354
172,1059,0,5547,4404
173,920,0,4388,2352
174,1440,0,9912,5472
175,2090,0,9110,7155
176,1144,0,8392,5572
177,3771,0,15408,12204
178,810,0,5082,3168
179,3056,0,18496,10016
180,8480,1,32048,22384
181,1872,0,21348,11403
182,4631,1,17974,12969
183,8050,2,41550,27625
184,1521,0,7434,3702
185,2210,0,8785,5215
186,1288,0,12728,10776
187,1430,0,10790,6220
188,3924,0,22266,10269
189,1323,0,16416,10755
190,7500,1,36420,16020
191,1044,0,12150,6408
192,10962,2,51975,29043
193,14288,3,58064,42332
194,4130,3,61530,46655
195,1320,0,4680,3693
196,5304,1,29244,14280
197,656,0,3784,2982
198,1300,0,6104,4956
199,554,0,3446,2364
200,1545,0,6897,3378
