1,"2006-03-31","2014-03-31",198,3,18770,0.658302611,"类别3"
2,"2006-03-31","2014-03-31",114,24,35087,0.615947217,"类别0"
3,"2006-04-07","2014-03-31",84,9,20660,0.522270571,"类别3"
4,"2006-08-10","2014-03-31",30,12,23071,0.511083611,"类别3"
5,"2008-02-07","2014-03-31",95,3,2897,0.954166379,"类别1"
6,"2010-09-16","2014-03-31",47,3,4608,0.646666667,"类别1"
7,"2011-04-28","2014-03-31",535,2,3390,0.475,"类别1"
8,"2012-03-09","2014-03-31",124,8,11797,1.350073748,"类别1"
9,"2012-08-31","2014-03-31",177,6,6355,0.750306845,"类别1"
10,"2005-09-29","2014-03-31",12,54,62170,0.78806627,"类别0"
11,"2009-01-23","2014-03-31",70,24,15894,0.600083679,"类别3"
12,"2009-01-30","2014-03-31",2,13,19517,0.717276733,"类别3"
13,"2009-01-30","2014-03-31",139,10,12686,0.55491329,"类别1"
14,"2009-02-13","2014-03-31",448,13,10992,1.328538937,"类别1"
15,"2009-04-25","2014-03-31",308,3,4137,0.666666667,"类别1"
16,"2009-06-12","2014-03-31",10,19,37415,0.626458907,"类别0"
17,"2010-03-25","2014-03-31",49,13,24156,0.787628333,"类别3"
18,"2010-04-15","2014-03-31",667,3,1559,0.874278384,"类别1"
19,"2010-05-20","2014-03-31",695,2,1870,0.6,"类别1"
20,"2010-07-08","2014-03-31",78,30,46621,0.929410352,"类别0"
21,"2011-03-10","2014-03-31",137,4,7999,0.579833729,"类别1"
22,"2008-02-27","2014-03-31",385,7,13298,0.478391487,"类别1"
23,"2011-11-10","2014-03-31",80,6,12194,0.700336231,"类别1"
24,"2012-01-26","2014-03-31",487,2,1970,0.732385787,"类别1"
25,"2006-01-28","2014-03-31",138,2,2913,0.693618263,"类别1"
26,"2009-09-30","2014-03-31",632,4,6684,0.536856673,"类别1"
27,"2009-10-29","2014-03-31",197,2,1630,0.906797546,"类别1"
28,"2009-11-04","2014-03-31",39,24,33064,0.548859485,"类别3"
29,"2009-11-11","2014-03-31",160,3,5850,0.418540171,"类别1"
30,"2009-11-11","2014-03-31",3,3,3969,0.294764424,"类别1"
31,"2009-11-11","2014-03-31",25,5,6985,0.693977094,"类别1"
32,"2009-11-18","2014-03-31",56,7,7784,0.624552929,"类别1"
33,"2009-11-24","2014-03-31",204,4,5500,0.545,"类别1"
34,"2009-11-24","2014-03-31",118,3,5267,0.60401367,"类别1"
35,"2009-12-01","2014-03-31",9,46,66927,0.645656462,"类别0"
36,"2009-12-01","2014-03-31",7,6,5836,0.80355209,"类别1"
37,"2009-12-08","2014-03-31",102,9,15025,0.708224958,"类别3"
38,"2009-12-08","2014-03-31",12,22,38531,0.699027536,"类别0"
39,"2009-12-23","2014-03-31",150,8,24812,0.562225133,"类别3"
40,"2009-12-23","2014-03-31",592,2,2085,0.799184652,"类别1"
41,"2009-12-29","2014-03-31",22,20,22214,0.762510579,"类别3"
42,"2009-12-29","2014-03-31",395,2,3308,0.8,"类别1"
43,"2009-12-29","2014-03-31",52,2,1312,0.695,"类别1"
44,"2006-11-17","2014-03-31",3,83,95665,0.832975069,"类别2"
45,"2010-01-05","2014-03-31",50,3,4137,0.793333333,"类别1"
46,"2010-01-12","2014-03-31",9,21,31812,0.623630077,"类别3"
47,"2010-01-12","2014-03-31",207,2,3255,0.711809524,"类别1"
48,"2010-01-12","2014-03-31",57,2,3120,0.73,"类别1"
49,"2010-01-19","2014-03-31",143,9,11054,0.681691695,"类别1"
50,"2010-01-19","2014-03-31",23,14,27925,0.563540197,"类别3"
51,"2010-01-19","2014-03-31",252,7,8043,0.678080318,"类别1"
52,"2010-02-09","2014-03-31",240,3,2472,0.763042071,"类别1"
53,"2010-02-23","2014-03-31",70,2,2823,0.53,"类别1"
54,"2010-02-23","2014-03-31",8,83,134621,0.801739699,"类别4"
55,"2010-02-23","2014-03-31",78,14,18098,0.790720522,"类别3"
56,"2010-03-08","2014-03-31",13,6,5908,0.972027759,"类别1"
57,"2010-03-23","2014-03-31",134,19,22100,1.064033032,"类别3"
58,"2010-03-23","2014-03-31",38,7,7564,0.757529085,"类别1"
59,"2010-04-05","2014-03-31",202,12,21108,0.811886489,"类别3"
60,"2010-05-24","2014-03-31",415,3,3147,0.768398475,"类别1"
61,"2010-06-07","2014-03-31",2,29,37929,0.677107754,"类别0"
62,"2010-06-07","2014-03-31",25,45,80124,0.678752559,"类别2"
63,"2010-06-21","2014-03-31",202,3,4569,0.881076822,"类别1"
64,"2010-06-28","2014-03-31",261,3,1737,0.973333333,"类别1"
65,"2010-07-12","2014-03-31",180,6,8345,0.440390653,"类别1"
66,"2010-07-19","2014-03-31",89,5,5748,0.66664579,"类别1"
67,"2010-07-26","2014-03-31",171,6,10763,0.699826257,"类别1"
68,"2010-07-26","2014-03-31",121,5,6483,0.635363258,"类别1"
69,"2010-07-26","2014-03-31",331,2,5586,0.55,"类别1"
70,"2010-08-02","2014-03-31",25,27,25431,0.796802721,"类别3"
71,"2010-08-08","2014-03-31",3,84,79768,0.848358239,"类别2"
72,"2010-08-15","2014-03-31",10,3,3262,0.623571429,"类别1"
73,"2010-08-15","2014-03-31",511,2,3934,0.75,"类别1"
74,"2010-08-23","2014-03-31",271,5,8141,0.50683577,"类别1"
75,"2010-08-23","2014-03-31",9,4,3823,0.905176563,"类别1"
76,"2010-09-23","2014-03-31",15,13,20806,0.513634529,"类别3"
77,"2010-10-10","2014-03-31",4,8,6461,0.63547748,"类别1"
78,"2010-05-11","2014-03-31",128,14,104188,0.381284601,"类别2"
79,"2010-10-29","2014-03-31",69,27,49003,0.748576414,"类别0"
80,"2010-10-29","2014-03-31",17,6,13089,0.487731683,"类别1"
81,"2010-10-29","2014-03-31",143,3,4215,0.276097272,"类别1"
82,"2010-10-28","2014-03-31",65,19,30666,0.667777669,"类别3"
83,"2010-10-29","2014-03-31",543,2,5942,0.7,"类别1"
84,"2010-11-01","2014-03-31",191,15,27465,0.688834881,"类别3"
85,"2010-11-15","2014-03-31",7,36,44761,0.729296262,"类别0"
86,"2010-11-01","2014-03-31",139,3,3491,0.648215411,"类别1"
87,"2010-11-01","2014-03-31",249,9,12582,0.756205691,"类别1"
88,"2010-11-18","2014-03-31",347,3,1140,0.933333333,"类别1"
89,"2010-11-17","2014-03-31",77,4,4646,0.618445975,"类别1"
90,"2010-11-25","2014-03-31",23,13,13069,0.70866631,"类别1"
91,"2010-11-25","2014-03-31",284,4,3114,0.913840719,"类别1"
92,"2010-11-25","2014-03-31",17,2,1074,0.77,"类别1"
93,"2010-11-19","2014-03-31",243,3,8122,0.703878355,"类别1"
94,"2010-11-25","2014-03-31",15,7,9292,0.710390659,"类别1"
95,"2010-11-17","2014-03-31",83,6,8323,0.727455245,"类别1"
96,"2010-11-25","2014-03-31",268,4,7079,0.346687385,"类别1"
97,"2010-11-19","2014-03-31",27,7,6767,0.664544111,"类别1"
98,"2010-11-19","2014-03-31",99,2,1943,0.79004632,"类别1"
99,"2010-11-19","2014-03-31",54,13,20214,0.698346196,"类别3"
100,"2010-11-17","2014-03-31",23,64,113219,0.686384706,"类别2"
101,"2010-11-17","2014-03-31",6,11,15653,0.521259184,"类别3"
102,"2010-11-17","2014-03-31",467,3,3760,0.677446809,"类别1"
103,"2010-11-17","2014-03-31",522,3,4394,0.577378243,"类别1"
104,"2010-11-19","2014-03-31",317,2,3934,0.8,"类别1"
105,"2010-11-19","2014-03-31",193,2,1737,0.564818653,"类别1"
106,"2010-11-19","2014-03-31",156,5,5112,0.485436228,"类别1"
107,"2010-11-25","2014-03-31",304,4,4861,0.603602139,"类别1"
108,"2010-11-19","2014-03-31",79,2,4047,0.742905856,"类别1"
109,"2010-11-17","2014-03-31",550,2,2254,0.551242236,"类别1"
110,"2010-11-25","2014-03-31",25,11,12975,0.575136031,"类别1"
111,"2010-11-29","2014-03-31",2,10,7717,0.721304911,"类别1"
112,"2010-11-25","2014-03-31",225,8,12811,0.791664195,"类别1"
113,"2010-12-20","2014-03-31",66,6,11802,0.803333333,"类别1"
114,"2010-11-25","2014-03-31",53,4,6306,0.84596099,"类别1"
115,"2008-10-24","2014-03-31",27,78,61691,0.824487527,"类别0"
116,"2010-12-20","2014-03-31",18,3,2782,0.557232207,"类别1"
117,"2011-01-22","2014-03-31",2,5,9890,0.445551062,"类别1"
118,"2010-11-25","2014-03-31",290,2,3367,0.873566974,"类别1"
119,"2010-11-25","2014-03-31",4,6,11086,1.178769619,"类别1"
120,"2010-11-29","2014-03-31",614,3,3068,0.872099087,"类别1"
121,"2010-11-29","2014-03-31",66,9,13518,0.524485871,"类别1"
122,"2010-11-29","2014-03-31",2,3,1780,1.006921348,"类别1"
123,"2010-12-20","2014-03-31",8,13,17485,1.222514155,"类别3"
124,"2010-12-20","2014-03-31",180,3,3746,0.8647811,"类别1"
125,"2011-01-22","2014-03-31",193,5,8078,0.899485021,"类别1"
126,"2010-11-29","2014-03-31",163,6,7117,0.85617395,"类别1"
127,"2010-11-29","2014-03-31",559,3,2730,0.7,"类别1"
128,"2010-11-29","2014-03-31",50,2,4154,0.72,"类别1"
129,"2010-11-29","2014-03-31",715,2,4880,0.275,"类别1"
130,"2009-11-11","2014-03-31",67,12,15251,0.520182283,"类别3"
131,"2009-11-18","2014-03-31",69,2,3934,0.605,"类别1"
132,"2010-08-08","2014-03-31",347,2,1647,0.663934426,"类别1"
133,"2010-10-25","2014-03-31",146,4,5588,0.689282391,"类别1"
134,"2011-12-12","2014-03-31",403,2,2780,0.875,"类别1"
135,"2010-12-06","2014-03-31",159,11,19120,0.419340481,"类别3"
136,"2010-11-29","2014-03-31",116,2,1577,0.68686747,"类别1"
137,"2010-12-06","2014-03-31",368,5,3450,1,"类别1"
138,"2010-12-06","2014-03-31",57,2,2805,0.697411765,"类别1"
139,"2010-12-06","2014-03-31",49,2,1746,0.875,"类别1"
140,"2010-12-13","2014-03-31",164,3,1877,0.774203516,"类别1"
141,"2010-08-21","2014-03-31",93,9,20952,0.733178217,"类别3"
142,"2010-12-20","2014-03-31",5,24,56650,0.703508738,"类别0"
143,"2010-12-13","2014-03-31",12,3,4926,0.60316078,"类别1"
144,"2010-12-06","2014-03-31",244,2,3521,0.565907413,"类别1"
145,"2010-10-19","2014-03-31",1,96,81229,0.696412242,"类别2"
146,"2010-12-20","2014-03-31",589,5,7493,0.81516749,"类别1"
147,"2010-12-13","2014-03-31",70,2,4175,0.724270659,"类别1"
148,"2010-12-13","2014-03-31",184,5,6289,0.578678645,"类别1"
149,"2010-12-13","2014-03-31",18,13,16443,0.637958402,"类别3"
150,"2010-12-20","2014-03-31",144,5,8610,0.677541231,"类别1"
151,"2010-12-20","2014-03-31",579,7,4549,0.720488019,"类别1"
152,"2010-12-20","2014-03-31",178,2,3557,0.55,"类别1"
153,"2010-12-29","2014-03-31",472,2,3124,0.627160691,"类别1"
154,"2010-12-29","2014-03-31",26,2,1604,0.63,"类别1"
155,"2010-12-29","2014-03-31",23,3,1947,0.533333333,"类别1"
156,"2011-01-13","2014-03-31",89,27,106399,0.816711529,"类别2"
157,"2011-01-04","2014-03-31",238,9,10367,0.734309829,"类别1"
158,"2011-01-04","2014-03-31",393,2,2977,0.45,"类别1"
159,"2011-01-04","2014-03-31",49,3,5122,0.854638813,"类别1"
160,"2011-01-04","2014-03-31",47,9,6282,0.50629099,"类别1"
161,"2011-01-04","2014-03-31",72,4,6111,0.730132548,"类别1"
162,"2011-01-04","2014-03-31",2,11,35090,0.718963807,"类别0"
163,"2011-01-04","2014-03-31",493,2,2319,0.660715826,"类别1"
164,"2011-09-21","2014-03-31",43,5,5667,0.577081348,"类别1"
165,"2011-01-04","2014-03-31",1,2,2020,0.38,"类别1"
166,"2011-01-13","2014-03-31",6,13,18192,0.42932113,"类别3"
167,"2011-01-13","2014-03-31",17,10,12376,0.627426471,"类别1"
168,"2011-01-13","2014-03-31",209,2,1529,0.528613473,"类别1"
169,"2011-01-04","2014-03-31",7,20,26393,0.578275679,"类别3"
170,"2011-01-13","2014-03-31",15,15,20264,0.69725079,"类别3"
171,"2011-01-13","2014-03-31",174,2,1215,0.825711934,"类别1"
172,"2011-01-14","2014-03-31",15,3,2070,0.783333333,"类别1"
173,"2011-01-13","2014-03-31",677,2,16254,0.55,"类别3"
174,"2011-01-13","2014-03-31",4,4,7977,0.334449041,"类别1"
175,"2011-01-14","2014-03-31",76,5,7017,0.703964657,"类别1"
176,"2011-01-14","2014-03-31",504,4,8130,1.37097171,"类别1"
177,"2011-01-24","2014-03-31",22,9,20934,0.877183529,"类别3"
178,"2011-01-14","2014-03-31",34,3,5180,0.931988417,"类别1"
179,"2007-04-12","2014-03-31",67,8,8352,0.778967912,"类别1"
180,"2011-01-13","2014-03-31",304,16,26293,0.703977865,"类别3"
181,"2011-01-13","2014-03-31",71,9,16493,0.660147335,"类别3"
182,"2011-01-13","2014-03-31",1,11,9993,0.54395777,"类别1"
183,"2011-01-13","2014-03-31",8,25,40982,0.643937338,"类别0"
184,"2011-09-24","2014-03-31",314,3,4744,0.278878583,"类别1"
185,"2007-04-08","2014-03-31",156,5,11489,0.41787797,"类别1"
186,"2011-01-04","2014-03-31",149,8,10292,0.478131558,"类别1"
187,"2011-09-30","2014-03-31",143,5,5863,0.703433396,"类别1"
188,"2011-09-24","2014-03-31",101,9,16289,0.797957517,"类别3"
189,"2011-09-30","2014-03-31",165,9,14113,0.674756607,"类别1"
190,"2011-01-14","2014-03-31",132,15,16906,0.644940258,"类别3"
191,"2011-01-14","2014-03-31",48,6,5584,0.814255014,"类别1"
192,"2011-01-14","2014-03-31",7,21,25401,0.729940947,"类别3"
193,"2011-01-14","2014-03-31",56,38,35588,0.723380353,"类别0"
194,"2011-01-13","2014-03-31",8,35,45358,0.773751488,"类别0"
195,"2011-01-14","2014-03-31",45,3,3935,0.643491741,"类别1"
196,"2011-01-14","2014-03-31",70,12,14878,0.65776314,"类别3"
197,"2011-01-14","2014-03-31",180,2,1914,0.14,"类别1"
198,"2011-01-14","2014-03-31",163,4,5248,0.602721037,"类别1"
199,"2011-01-14","2014-03-31",47,2,3106,0.875,"类别1"
200,"2011-01-14","2014-03-31",185,3,3527,0.374584633,"类别1"
201,"2011-01-13","2014-03-31",186,5,5350,0.740063551,"类别1"
202,"2011-01-13","2014-03-31",2,16,16277,0.551196166,"类别3"
203,"2011-01-13","2014-03-31",64,11,13671,0.452762051,"类别1"
204,"2011-01-13","2014-03-31",32,14,13046,0.778005519,"类别1"
205,"2011-01-13","2014-03-31",443,3,3153,0.789597209,"类别1"
206,"2011-01-13","2014-03-31",681,2,3934,0.525,"类别1"
207,"2011-01-14","2014-03-31",114,2,2373,0.589519595,"类别1"
208,"2011-01-13","2014-03-31",37,21,27875,0.869544395,"类别3"
209,"2011-01-13","2014-03-31",545,2,1648,0.546177184,"类别1"
210,"2011-01-13","2014-03-31",230,7,10884,0.509904447,"类别1"
211,"2011-01-13","2014-03-31",455,5,5263,0.57799734,"类别1"
212,"2011-01-13","2014-03-31",158,7,10684,0.535810558,"类别1"
213,"2011-01-14","2014-03-31",204,5,6525,0.647771648,"类别1"
214,"2011-01-14","2014-03-31",340,5,5022,0.463908801,"类别1"
215,"2011-01-13","2014-03-31",75,2,3934,0.33,"类别1"
216,"2011-01-13","2014-03-31",357,4,6145,0.985793328,"类别1"
217,"2011-01-14","2014-03-31",174,9,8141,0.639275273,"类别1"
218,"2011-01-14","2014-03-31",275,11,14259,0.542567501,"类别3"
219,"2011-01-14","2014-03-31",3,4,5144,0.565,"类别1"
220,"2011-01-14","2014-03-31",55,4,5681,0.74923429,"类别1"
221,"2011-01-24","2014-03-31",11,11,17341,1.414132403,"类别3"
222,"2011-01-24","2014-03-31",213,5,6104,0.694954128,"类别1"
223,"2011-01-24","2014-03-31",48,4,5430,0.377469613,"类别1"
224,"2011-02-01","2014-03-31",215,5,9820,0.788455193,"类别1"
225,"2011-02-01","2014-03-31",120,2,2543,0.510987023,"类别1"
226,"2011-02-01","2014-03-31",530,2,3667,0.5,"类别1"
227,"2011-02-04","2014-03-31",74,10,16064,0.502981823,"类别3"
228,"2011-02-04","2014-03-31",247,2,1186,0.38,"类别1"
229,"2011-02-01","2014-03-31",12,46,44119,0.81813663,"类别0"
230,"2011-02-01","2014-03-31",100,5,10411,0.817073288,"类别1"
231,"2011-02-01","2014-03-31",28,2,1294,0.92,"类别1"
232,"2011-02-08","2014-03-31",69,3,2096,0.677070611,"类别1"
233,"2011-02-28","2014-03-31",644,2,2262,0.537002653,"类别1"
234,"2011-02-28","2014-03-31",632,2,1380,1,"类别1"
235,"2011-02-28","2014-03-31",89,5,7861,0.655079506,"类别1"
236,"2011-02-21","2014-03-31",80,5,8563,0.591968936,"类别1"
237,"2011-03-07","2014-03-31",142,3,3588,0.573333333,"类别1"
238,"2011-03-29","2014-03-31",155,4,3874,0.360955085,"类别1"
239,"2011-04-01","2014-03-31",238,7,14457,0.490845957,"类别3"
240,"2011-04-27","2014-03-31",283,8,18565,0.796935632,"类别3"
241,"2011-04-11","2014-03-31",87,2,3823,0.772490191,"类别1"
242,"2011-05-09","2014-03-31",11,39,60505,0.589922155,"类别0"
243,"2011-03-14","2014-03-31",530,2,4618,0.514811607,"类别1"
244,"2011-04-27","2014-03-31",158,2,1134,0.69,"类别1"
245,"2011-05-09","2014-03-31",434,5,9755,0.483521271,"类别1"
246,"2011-05-09","2014-03-31",2,23,18860,0.772457052,"类别3"
247,"2007-07-12","2014-03-31",271,8,10073,0.653866773,"类别1"
248,"2011-05-20","2014-03-31",1,2,2253,0.880288504,"类别1"
249,"2011-05-24","2014-03-31",297,7,5456,0.8221261,"类别1"
250,"2011-05-09","2014-03-31",59,2,4006,0.575751373,"类别1"
251,"2011-05-09","2014-03-31",185,2,2257,0.679251218,"类别1"
252,"2011-05-20","2014-03-31",82,7,9156,0.695714286,"类别1"
253,"2011-06-23","2014-03-31",506,6,6235,0.757914996,"类别1"
254,"2011-05-09","2014-03-31",234,2,3934,0.705,"类别1"
255,"2011-06-14","2014-03-31",32,5,8278,0.800972457,"类别1"
256,"2011-06-02","2014-03-31",395,5,1900,0.77,"类别1"
257,"2011-06-14","2014-03-31",83,2,2657,0.9,"类别1"
258,"2011-06-14","2014-03-31",33,9,9657,0.686169618,"类别1"
259,"2011-06-14","2014-03-31",20,17,24478,0.694494648,"类别3"
260,"2011-07-09","2014-03-31",125,2,5107,0.48,"类别1"
261,"2011-07-09","2014-03-31",10,15,26620,0.593241172,"类别3"
262,"2011-07-09","2014-03-31",164,2,4196,0.77,"类别1"
263,"2011-07-09","2014-03-31",32,7,5642,0.779039348,"类别1"
264,"2011-07-09","2014-03-31",43,14,17307,0.683979893,"类别3"
265,"2011-07-09","2014-03-31",42,10,12578,0.818720782,"类别1"
266,"2011-07-31","2014-03-31",49,2,1746,0.385,"类别1"
267,"2011-07-12","2014-03-31",8,4,5263,0.507704731,"类别1"
268,"2011-07-31","2014-03-31",42,13,25491,0.554793849,"类别3"
269,"2011-07-31","2014-03-31",9,2,2616,0.555,"类别1"
270,"2011-07-12","2014-03-31",563,3,2433,0.652856556,"类别1"
271,"2011-07-31","2014-03-31",100,10,18083,0.709443676,"类别3"
272,"2011-07-31","2014-03-31",10,45,81656,0.651134638,"类别2"
